"species","n_LAI","mean_LAI","sd_LAI","se_LAI","within_sp_var_LAI"
"Lasioglossum_musculoides","1","25",NA,NA,"9167.893166"
"Lasioglossum_fulvitarse","0","NaN",NA,NA,"Inf"
"Lasioglossum_paitense","1","18",NA,NA,"9167.893166"
"Augochlorodes_turrifaciens","2","110","69.296465","49","4583.946583"
"Augochloropsis_patens","1","255",NA,NA,"9167.893166"
"Patellapis_zacephala","2","82.5","51.618795","36.5","4583.946583"
"Ruginomia_rugiventris","3","40.666667","11.718931","6.765928","3055.964389"
"Lasioglossum_aethiopicum","4","19.5","15.524175","7.762087","2291.973292"
"Patellapis_andreniformis","5","105.6","85.695974","38.324405","1833.578633"
"Patellapis_abessinica","1","119",NA,NA,"9167.893166"
"Thrinchostoma_torridum","2","183.5","101.11627","71.5","4583.946583"
"Patellapis_vittata","3","35.666667","27.682726","15.982629","3055.964389"
"Lasioglossum_pachyacanthum","1","7",NA,NA,"9167.893166"
"Lasioglossum_ferinum","1","10",NA,NA,"9167.893166"
"Patellapis_braunsella","1","7",NA,NA,"9167.893166"
"Lasioglossum_tannaense","1","133",NA,NA,"9167.893166"
"Augochlora_francisca","1","68",NA,NA,"9167.893166"
"Augochlora_caerulior","3","137.666667","102.207306","59.009416","3055.964389"
"Augochlora_repandirostris","2","178","108.894444","77","4583.946583"
"Lasioglossum_sublatens","1","10",NA,NA,"9167.893166"
"Melitta_haemorrhoidalis","176","87.113636","104.021803","7.840938","52.090302"
"Macropis_europaea","253","89.335968","101.975107","6.41112","36.236732"
"Melitta_leporina","203","87.714286","102.258734","7.177156","45.162035"
"Macropis_fulvipes","118","69.601695","95.366333","8.779183","77.69401"
"Melitta_tricincta","77","97.116883","98.476149","11.222399","119.063548"
"Melitta_nigricans","104","69.394231","80.990641","7.941786","88.152819"
"Melitta_dimidiata","26","40.038462","64.692182","12.687181","352.611276"
"Dasypoda_aurata","10","144.2","119.372247","37.748819","916.789317"
"Dasypoda_cingulata","7","93.571429","110.64185","41.818689","1309.699024"
"Dasypoda_dusmeti","5","30.8","20.43771","9.140022","1833.578633"
"Capicola_nigerrima","2","12","2.828427","2","4583.946583"
"Capicola_nanula","3","5.666667","2.309401","1.333333","3055.964389"
"Melitta_arrogans","24","71.291667","108.700418","22.18838","381.995549"
"Meganomia_binghami","25","14.52","11.427744","2.285549","366.715727"
"Dasypoda_spinigera","5","154.2","138.026084","61.727141","1833.578633"
"Dasypoda_pyriformis","1","255",NA,NA,"9167.893166"
"Dasypoda_visnaga","9","205.444444","98.48745","32.82915","1018.654796"
"Dasypoda_morawitzi","7","93.571429","111.09734","41.990848","1309.699024"
"Melitta_melittoides","14","71.357143","99.612794","26.622639","654.849512"
"Dasypoda_crassicornis","8","136.75","126.669142","44.784305","1145.986646"
"Dasypoda_braccata","6","50.5","100.305035","40.949359","1527.982194"
"Rediviva_longimanus","3","9.333333","4.041452","2.333333","3055.964389"
"Melitta_melanura","2","129","178.190909","126","4583.946583"
"Protandrena_rudbeckiae","11","32.636364","74.055753","22.32865","833.444833"
"Protandrena_andrenoides","52","68.519231","103.340004","14.33068","176.305638"
"Protandrena_aestivalis","44","78.5","109.489407","16.506149","208.361208"
"Pseudomacrotera_turgiceps","25","64.4","109.332825","21.866565","366.715727"
"Macrotera_portalis","18","5.111111","3.16021","0.744869","509.327398"
"Macrotera_mellea","24","26.916667","70.340116","14.358116","381.995549"
"Macrotera_knulli","6","8.5","6.685806","2.729469","1527.982194"
"Perdita_cephalotes","11","27.272727","75.567309","22.784401","833.444833"
"Andrena_fenningeri","46","80.5","105.431758","15.545065","199.302025"
"Andrena_spiraeana","75","70.813333","104.353958","12.049757","122.238576"
"Andrena_wheeleri","55","100.909091","117.722567","15.873708","166.688967"
"Andrena_violae","75","63.053333","97.143373","11.217151","122.238576"
"Andrena_bisalicis","69","60.057971","94.928128","11.428004","132.868017"
"Andrena_forbesii","163","70.04908","104.266089","8.16675","56.244743"
"Andrena_platyparia","56","82.071429","110.697106","14.792523","163.712378"
"Andrena_ceanothi","55","61.381818","97.95284","13.207958","166.688967"
"Andrena_nigripes","19","71.105263","97.699025","22.413694","482.520693"
"Andrena_tridens","84","48.083333","85.696889","9.350297","109.141585"
"Andrena_erigeniae","145","77.393103","108.29777","8.99364","63.226849"
"Ancylandrena_larreae","36","68.055556","109.565621","18.260937","254.663699"
"Andrena_geranii","49","80.591837","111.604943","15.943563","187.099861"
"Protandrena_solidaginis","17","57.764706","95.08715","23.062021","539.287833"
"Protandrena_illinoiensis","21","58","98.072422","21.401157","436.566341"
"Osmia_atriventris","144","97.319444","113.946292","9.495524","63.665925"
"Andrena_hattorfiana","323","55.600619","80.915789","4.502275","28.38357"
"Macrotera_echinocacti","18","24.777778","58.265675","13.733351","509.327398"
"Andrena_thaspii","154","58.454545","95.420301","7.689187","59.531774"
"Protandrena_bakeri","26","43.5","61.87552","12.134788","352.611276"
"Andrena_hippotes","133","90.015038","112.815684","9.78236","68.931528"
"Andrena_cercocarpi","15","85.933333","105.934931","27.352282","611.192878"
"Andrena_pulverea","10","30.6","24.527536","7.756288","916.789317"
"Andrena_w-scripta","147","60.55102","95.427745","7.870748","62.36662"
"Andrena_algida","61","65.52459","104.45551","13.374158","150.293331"
"Andrena_nuda","99","49.020202","87.780103","8.822232","92.604981"
"Ancylandrena_koebelei","8","36.375","88.422585","31.262105","1145.986646"
"Andrena_robertsonii","66","78.333333","109.150613","13.435512","138.907472"
"Megandrena_enceliae","25","107.2","123.413938","24.682788","366.715727"
"Andrena_canadensis","66","96.545455","116.910641","14.390705","138.907472"
"Andrena_pallidifovea","59","70.338983","99.950438","13.012439","155.38802"
"Macrotera_tristella","4","12","7.527727","3.763863","2291.973292"
"Calliopsis_puellae","58","49.310345","94.820645","12.450561","158.067124"
"Samba_fasciata","3","87","145.492268","84","3055.964389"
"Flavipanurgus_ibericus","5","65","106.761416","47.745157","1833.578633"
"Liopoeum_trifasciatum","39","113.051282","99.539452","15.939069","235.074184"
"Andrena_gelriae","65","78.676923","102.674106","12.735155","141.04451"
"Liopoeum_hirsutulum","24","90.375","98.704571","20.147986","381.995549"
"Andrena_avara","1","25",NA,NA,"9167.893166"
"Andrena_semirugosa","3","8","1.732051","1","3055.964389"
"Andrena_carolina","52","65.865385","99.084046","13.740485","176.305638"
"Liopoeum_argentinum","16","58.375","97.983587","24.495897","572.993323"
"Andrena_mariana","4","29.25","16.5","8.25","2291.973292"
"Perdita_perpallida","6","129.666667","137.303557","56.053942","1527.982194"
"Camptopoeum_frontale","16","29.9375","61.46703","15.366758","572.993323"
"Liopoeum_mendocinum","13","97.076923","112.099258","31.09074","705.222551"
"Andrena_haemorrhoa","514","79.706226","99.096805","4.370973","17.836368"
"Andrena_ruficrus","213","72.183099","101.354363","6.944687","43.041752"
"Andrena_denticulata","260","85.015385","102.412632","6.351362","35.261128"
"Panurginus_sericatus","5","56.4","111.048638","49.662461","1833.578633"
"Andrena_luridiloma","4","78.75","118.054719","59.02736","2291.973292"
"Andrena_taraxaci","17","93.352941","108.13183","26.225821","539.287833"
"Andrena_vachali","7","186.571429","117.086659","44.254597","1309.699024"
"Rediviva_brunnea","2","57.5","4.949747","3.5","4583.946583"
"Rediviva_macgregori","7","9.428571","5.223573","1.974325","1309.699024"
"Rediviva_emdeorum","4","7","0","0","2291.973292"
"Dasypoda_pyrotrichia","1","7",NA,NA,"9167.893166"
"Rediviva_nitida","4","25.75","22.11146","11.05573","2291.973292"
"Rediviva_micheneri","2","12","2.828427","2","4583.946583"
"Rediviva_parva","8","43.25","85.703392","30.300725","1145.986646"
"Rediviva_intermedia","4","7","0","0","2291.973292"
"Rediviva_gigas","2","30","12.727922","9","4583.946583"
"Rediviva_alonsoae","2","7","0","0","4583.946583"
"Rediviva_aurata","2","12","2.828427","2","4583.946583"
"Rediviva_rufipes","13","49.769231","91.576156","25.398656","705.222551"
"Rediviva_albifasciata","2","10.5","4.949747","3.5","4583.946583"
"Rediviva_saetigera","5","118.2","42.085627","18.821265","1833.578633"
"Andrena_nasonii","144","74.222222","105.044742","8.753728","63.665925"
"Andrena_imitatrix","160","71.86875","102.918061","8.136387","57.299332"
"Andrena_scotica","203","109.133005","104.275468","7.318703","45.162035"
"Calliopsis_subalpina","97","37.268041","82.350435","8.36142","94.514363"
"Macrotera_texana","19","24.157895","56.163712","12.884839","482.520693"
"Andrena_helianthi","102","79.745098","113.758445","11.263764","89.881306"
"Andrena_bimaculata","89","83.483146","99.859459","10.585081","103.010036"
"Andrena_nivalis","152","65.006579","98.940781","8.025157","60.315087"
"Andrena_commoda","78","99.102564","117.600312","13.315613","117.537092"
"Andrena_melanochroa","80","48.6375","84.095522","9.402165","114.598665"
"Andrena_alleghaniensis","64","66.375","100.999529","12.624941","143.248331"
"Andrena_fucata","302","78.145695","100.483509","5.782176","30.357262"
"Andrena_frigida","141","88.64539","112.990843","9.515546","65.020519"
"Andrena_rufosignata","92","78.163043","108.787956","11.341928","99.651013"
"Panurginus_atriceps","49","50.326531","78.932827","11.276118","187.099861"
"Andrena_barbilabris","442","89.128959","108.111973","5.142362","20.74184"
"Andrena_mandibularis","76","85.907895","112.432282","12.896867","120.630173"
"Andrena_miranda","111","59.864865","97.774182","9.280315","82.593632"
"Andrena_topazana","30","60.633333","99.702137","18.203036","305.596439"
"Andrena_perplexa","123","71.601626","100.63322","9.073792","74.535717"
"Andrena_distans","56","111.696429","120.836617","16.147472","163.712378"
"Protoxaea_gloriosa","74","29.121622","67.843283","7.886621","123.890448"
"Andrena_fragilis","74","84.702703","111.856406","13.003043","123.890448"
"Andrena_pruni","62","67.822581","102.095186","12.966102","147.869245"
"Andrena_transnigra","72","47.694444","85.1692","10.037286","127.33185"
"Andrena_sigmundi","71","87.605634","113.142701","13.427568","129.125256"
"Andrena_erythrogaster","78","63.820513","101.770654","11.523257","117.537092"
"Andrena_brevipalpis","74","90.743243","114.727439","13.336794","123.890448"
"Andrena_fulvata","39","66.282051","82.354481","13.187271","235.074184"
"Andrena_nigrihirta","79","43.037975","77.728232","8.745109","116.049281"
"Andrena_rugosa","89","72.820225","105.175996","11.148633","103.010036"
"Andrena_placata","51","71.058824","103.261302","14.459474","179.762611"
"Spinoliella_rufiventris","6","98.666667","95.78448","39.10385","1527.982194"
"Macrotera_latior","33","20.515152","60.553242","10.540966","277.814944"
"Andrena_confinis","15","89.533333","104.593681","27.005972","611.192878"
"Melitturga_clavicornis","51","71.117647","98.477946","13.789671","179.762611"
"Protandrena_mexicanorum","59","30.237288","69.625188","9.064427","155.38802"
"Perdita_albipennis","92","49.76087","94.863971","9.890253","99.651013"
"Andrena_piperi","52","58.692308","97.50506","13.521519","176.305638"
"Andrena_anograe","10","54.2","105.84349","33.47065","916.789317"
"Andrena_scurra","47","47.021277","88.569916","12.91925","195.061557"
"Perdita_nevadensis","19","57","89.383692","20.506025","482.520693"
"Andrena_personata","82","67.890244","100.186863","11.063788","111.803575"
"Calliopsis_pugionis","6","56.5","97.405852","39.765773","1527.982194"
"Andrena_candidiformis","36","72","100.212061","16.70201","254.663699"
"Andrena_illinoiensis","94","84.106383","114.847675","11.845633","97.530778"
"Perdita_punctosignata","55","51.327273","96.968696","13.075256","166.688967"
"Perdita_minima","48","56.041667","99.448684","14.354181","190.997774"
"Perdita_callicerata","69","39.492754","84.844602","10.21409","132.868017"
"Andrena_andrenoides","70","83.571429","113.391789","13.552911","130.969902"
"Panurginus_occidentalis","12","39.833333","32.60461","9.41214","763.991097"
"Protandrena_bancrofti","49","43.591837","87.386812","12.48383","187.099861"
"Andrena_nigrae","82","78.402439","108.002042","11.92683","111.803575"
"Andrena_caerulea","45","69.311111","95.518162","14.239007","203.730959"
"Andrena_salicifloris","63","46.539683","75.983195","9.572983","145.522114"
"Andrena_striatifrons","38","69.052632","105.269525","17.076972","241.260346"
"Perdita_bishoppi","39","85.641026","108.828568","17.426518","235.074184"
"Calliopsis_crypta","15","10.533333","7.268982","1.876843","611.192878"
"Perdita_diversa","14","26","66.082699","17.661344","654.849512"
"Perdita_ashmeadi","29","57.896552","102.475204","19.029168","316.134247"
"Andrena_sagittagalea","4","15","6.055301","3.02765","2291.973292"
"Andrena_macoupinensis","67","81.567164","110.199987","13.463071","136.834226"
"Andrena_gardineri","46","47.521739","81.615015","12.033477","199.302025"
"Calliopsis_anomoptera","22","17.545455","53.122255","11.325703","416.722417"
"Perdita_halictoides","38","90.657895","113.706896","18.445694","241.260346"
"Calliopsis_fracta","22","39.136364","70.631367","15.058658","416.722417"
"Andrena_argemonis","26","26.884615","50.619622","9.927325","352.611276"
"Protandrena_abdominalis","37","65.324324","101.2187","16.640252","247.780896"
"Calliopsis_coloradensis","34","83.794118","112.537073","19.299949","269.643917"
"Perdita_heterothecae","17","36.588235","82.431835","19.992657","539.287833"
"Perdita_maritima","5","174.6","110.092234","49.234744","1833.578633"
"Perdita_larreae","40","41.9","90.677168","14.337319","229.197329"
"Andrena_cristata","38","46.289474","83.11565","13.483139","241.260346"
"Andrena_angustitarsata","90","65.533333","96.170752","10.137287","101.86548"
"Andrena_candida","90","53.666667","88.276761","9.305188","101.86548"
"Andrena_medionitens","81","44.098765","84.499202","9.3888","113.183866"
"Andrena_flavipes","323","82.637771","95.522178","5.314996","28.38357"
"Perdita_lingualis","27","43.333333","90.049132","17.329964","339.551599"
"Andrena_microchlora","44","59.636364","94.04949","14.178494","208.361208"
"Andrena_barbara","75","64.133333","92.763479","10.711404","122.238576"
"Mesoxaea_nigerrima","15","57.466667","57.948088","14.962132","611.192878"
"Andrena_palpalis","26","56.730769","98.942633","19.404247","352.611276"
"Andrena_rudbeckiae","83","52.349398","92.106438","10.109995","110.456544"
"Perdita_fallax","24","14.625","51.240959","10.459517","381.995549"
"Perdita_trisignata","14","88.357143","109.792537","29.34329","654.849512"
"Andrena_oenotherae","14","137","122.596273","32.765232","654.849512"
"Andrena_colletina","19","20.315789","57.119808","13.104183","482.520693"
"Andrena_perarmata","26","106.461538","120.14166","23.561718","352.611276"
"Andrena_knuthiana","39","40.923077","55.368804","8.866104","235.074184"
"Perdita_albonotata","15","21.333333","64.683478","16.701202","611.192878"
"Andrena_macra","27","77.666667","98.10434","18.880189","339.551599"
"Calliopsis_callops","29","8.896552","5.595565","1.03907","316.134247"
"Mesoxaea_rufescens","16","52.625","81.451724","20.362931","572.993323"
"Andrena_prolixa","16","40.0625","59.189491","14.797373","572.993323"
"Andrena_schuhi","16","100.875","123.385507","30.846377","572.993323"
"Andrena_atypica","17","34.529412","58.266755","14.131764","539.287833"
"Panurginus_ineptus","33","22.757576","60.920558","10.604908","277.814944"
"Perdita_swenki","15","172.733333","120.429272","31.094704","611.192878"
"Calliopsis_persimilis","13","69","106.588774","29.562407","705.222551"
"Macrotera_haplura","17","5.705882","2.519045","0.610958","539.287833"
"Andrena_cuneilabris","23","42.043478","69.373481","14.465371","398.604051"
"Calliopsis_squamifera","11","32.727273","74.255089","22.388752","833.444833"
"Calliopsis_chlorops","33","36.393939","82.543526","14.368984","277.814944"
"Perdita_californica","16","106.125","119.19389","29.798472","572.993323"
"Perdita_melanochlora","14","40.142857","91.044247","24.332599","654.849512"
"Andrena_prima","38","45.368421","92.031846","14.929537","241.260346"
"Perdita_distropica","4","23","2.309401","1.1547","2291.973292"
"Andrena_yamato","11","59.181818","97.093582","29.274816","833.444833"
"Andrena_cleodora","42","37.404762","72.062662","11.11951","218.283171"
"Andrena_trapezoidea","9","11.222222","3.961621","1.32054","1018.654796"
"Andrena_nigrocaerulea","62","64.225806","94.957871","12.059662","147.869245"
"Calliopsis_coloratipes","7","4.714286","2.13809","0.808122","1309.699024"
"Andrena_linsleyana","4","66","126","63","2291.973292"
"Andrena_cupreotincta","58","28.051724","55.208829","7.249274","158.067124"
"Liphanthus_atratus","1","151",NA,NA,"9167.893166"
